"REF_DATE","GEO","DGUID","Sex","Age group","Ailments","Frequency","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1994","Denmark","","Females","15 years","Stomach ache","Seldom","Percent","239","units ","0","v665358","7.2.3.2.6","51","","","t","0"
"1994","Denmark","","Females","15 years","Stomach ache","Never","Percent","239","units ","0","v665359","7.2.3.2.7","35","","","t","0"
"1994","Denmark","","Females","15 years","Backache","Often","Percent","239","units ","0","v665884","7.2.3.3.1","13","","","t","0"
"1994","Denmark","","Females","15 years","Backache","Sometimes","Percent","239","units ","0","v665885","7.2.3.3.4","13","","","t","0"
"1994","Denmark","","Females","15 years","Backache","Seldom","Percent","239","units ","0","v665886","7.2.3.3.6","23","","","t","0"
"1994","Denmark","","Females","15 years","Backache","Never","Percent","239","units ","0","v665887","7.2.3.3.7","53","","","t","0"
"1994","Denmark","","Females","15 years","Feeling low (depressed)","Often","Percent","239","units ","0","v666412","7.2.3.4.1","14","","","t","0"
"1994","Denmark","","Females","15 years","Feeling low (depressed)","Sometimes","Percent","239","units ","0","v666413","7.2.3.4.4","21","","","t","0"
"1994","Denmark","","Females","15 years","Feeling low (depressed)","Seldom","Percent","239","units ","0","v666414","7.2.3.4.6","38","","","t","0"
"1994","Denmark","","Females","15 years","Feeling low (depressed)","Never","Percent","239","units ","0","v666415","7.2.3.4.7","28","","","t","0"
"1994","Denmark","","Females","15 years","Bad temper (irritability)","Often","Percent","239","units ","0","v666940","7.2.3.5.1","21","","","t","0"
"1994","Denmark","","Females","15 years","Bad temper (irritability)","Sometimes","Percent","239","units ","0","v666941","7.2.3.5.4","31","","","t","0"
"1994","Denmark","","Females","15 years","Bad temper (irritability)","Seldom","Percent","239","units ","0","v666942","7.2.3.5.6","37","","","t","0"
"1994","Denmark","","Females","15 years","Bad temper (irritability)","Never","Percent","239","units ","0","v666943","7.2.3.5.7","11","","","t","0"
"1994","Denmark","","Females","15 years","Feeling nervous","Often","Percent","239","units ","0","v667492","7.2.3.6.1","8","","","t","0"
"1994","Denmark","","Females","15 years","Feeling nervous","Sometimes","Percent","239","units ","0","v667493","7.2.3.6.4","12","","","t","0"
"1994","Denmark","","Females","15 years","Feeling nervous","Seldom","Percent","239","units ","0","v667494","7.2.3.6.6","33","","","t","0"
"1994","Denmark","","Females","15 years","Feeling nervous","Never","Percent","239","units ","0","v667495","7.2.3.6.7","47","","","t","0"
"1994","Denmark","","Females","15 years","Difficulty getting to sleep","Often","Percent","239","units ","0","v668044","7.2.3.7.1","14","","","t","0"
"1994","Denmark","","Females","15 years","Difficulty getting to sleep","Sometimes","Percent","239","units ","0","v668045","7.2.3.7.4","16","","","t","0"
"1994","Denmark","","Females","15 years","Difficulty getting to sleep","Seldom","Percent","239","units ","0","v668046","7.2.3.7.6","22","","","t","0"
"1994","Denmark","","Females","15 years","Difficulty getting to sleep","Never","Percent","239","units ","0","v668047","7.2.3.7.7","48","","","t","0"
"1994","Denmark","","Females","15 years","Feeling dizzy","Often","Percent","239","units ","0","v668596","7.2.3.8.1","8","","","t","0"
"1994","Denmark","","Females","15 years","Feeling dizzy","Sometimes","Percent","239","units ","0","v668597","7.2.3.8.4","10","","","t","0"
"1994","Denmark","","Females","15 years","Feeling dizzy","Seldom","Percent","239","units ","0","v668598","7.2.3.8.6","19","","","t","0"
"1994","Denmark","","Females","15 years","Feeling dizzy","Never","Percent","239","units ","0","v668599","7.2.3.8.7","63","","","t","0"
"1994","Denmark","","Females","15 years","Feeling tired in the morning","4 or more times a week","Percent","239","units ","0","v669127","7.2.3.9.2","25","","","","0"
"1994","Denmark","","Females","15 years","Feeling tired in the morning","1 to 3 times a week","Percent","239","units ","0","v669126","7.2.3.9.3","29","","","","0"
"1994","Denmark","","Females","15 years","Feeling tired in the morning","Once in a while","Percent","239","units ","0","v669125","7.2.3.9.5","42","","","","0"
"1994","Denmark","","Females","15 years","Feeling tired in the morning","Seldom/never","Percent","239","units ","0","v669124","7.2.3.9.8","4","","","","0"
"1994","Estonia","","Males","11 years","Headache","Often","Percent","239","units ","0","v664488","8.1.1.1.1","11","","","t","0"
"1994","Estonia","","Males","11 years","Headache","Sometimes","Percent","239","units ","0","v664489","8.1.1.1.4","11","","","t","0"
"1994","Estonia","","Males","11 years","Headache","Seldom","Percent","239","units ","0","v664490","8.1.1.1.6","27","","","t","0"
"1994","Estonia","","Males","11 years","Headache","Never","Percent","239","units ","0","v664491","8.1.1.1.7","51","","","t","0"
"1994","Estonia","","Males","11 years","Stomach ache","Often","Percent","239","units ","0","v665024","8.1.1.2.1","6","","","t","0"
"1994","Estonia","","Males","11 years","Stomach ache","Sometimes","Percent","239","units ","0","v665025","8.1.1.2.4","12","","","t","0"
"1994","Estonia","","Males","11 years","Stomach ache","Seldom","Percent","239","units ","0","v665026","8.1.1.2.6","30","","","t","0"
"1994","Estonia","","Males","11 years","Stomach ache","Never","Percent","239","units ","0","v665027","8.1.1.2.7","52","","","t","0"
"1994","Estonia","","Males","11 years","Backache","Often","Percent","239","units ","0","v665536","8.1.1.3.1","2","","","t","0"
"1994","Estonia","","Males","11 years","Backache","Sometimes","Percent","239","units ","0","v665537","8.1.1.3.4","3","","","t","0"
"1994","Estonia","","Males","11 years","Backache","Seldom","Percent","239","units ","0","v665538","8.1.1.3.6","9","","","t","0"
"1994","Estonia","","Males","11 years","Backache","Never","Percent","239","units ","0","v665539","8.1.1.3.7","87","","","t","0"
"1994","Estonia","","Males","11 years","Feeling low (depressed)","Often","Percent","239","units ","0","v666064","8.1.1.4.1","6","","","t","0"
"1994","Estonia","","Males","11 years","Feeling low (depressed)","Sometimes","Percent","239","units ","0","v666065","8.1.1.4.4","9","","","t","0"
"1994","Estonia","","Males","11 years","Feeling low (depressed)","Seldom","Percent","239","units ","0","v666066","8.1.1.4.6","16","","","t","0"
"1994","Estonia","","Males","11 years","Feeling low (depressed)","Never","Percent","239","units ","0","v666067","8.1.1.4.7","69","","","t","0"
"1994","Estonia","","Males","11 years","Bad temper (irritability)","Often","Percent","239","units ","0","v666592","8.1.1.5.1","24","","","t","0"
"1994","Estonia","","Males","11 years","Bad temper (irritability)","Sometimes","Percent","239","units ","0","v666593","8.1.1.5.4","26","","","t","0"
"1994","Estonia","","Males","11 years","Bad temper (irritability)","Seldom","Percent","239","units ","0","v666594","8.1.1.5.6","24","","","t","0"
"1994","Estonia","","Males","11 years","Bad temper (irritability)","Never","Percent","239","units ","0","v666595","8.1.1.5.7","27","","","t","0"
"1994","Estonia","","Males","11 years","Feeling nervous","Often","Percent","239","units ","0","v667128","8.1.1.6.1","15","","","t","0"
"1994","Estonia","","Males","11 years","Feeling nervous","Sometimes","Percent","239","units ","0","v667129","8.1.1.6.4","17","","","t","0"
"1994","Estonia","","Males","11 years","Feeling nervous","Seldom","Percent","239","units ","0","v667130","8.1.1.6.6","19","","","t","0"
"1994","Estonia","","Males","11 years","Feeling nervous","Never","Percent","239","units ","0","v667131","8.1.1.6.7","49","","","t","0"
"1994","Estonia","","Males","11 years","Difficulty getting to sleep","Often","Percent","239","units ","0","v667680","8.1.1.7.1","18","","","t","0"
"1994","Estonia","","Males","11 years","Difficulty getting to sleep","Sometimes","Percent","239","units ","0","v667681","8.1.1.7.4","11","","","t","0"
"1994","Estonia","","Males","11 years","Difficulty getting to sleep","Seldom","Percent","239","units ","0","v667682","8.1.1.7.6","16","","","t","0"
"1994","Estonia","","Males","11 years","Difficulty getting to sleep","Never","Percent","239","units ","0","v667683","8.1.1.7.7","55","","","t","0"
"1994","Estonia","","Males","11 years","Feeling dizzy","Often","Percent","239","units ","0","v668232","8.1.1.8.1","15","","","t","0"
"1994","Estonia","","Males","11 years","Feeling dizzy","Sometimes","Percent","239","units ","0","v668233","8.1.1.8.4","18","","","t","0"
"1994","Estonia","","Males","11 years","Feeling dizzy","Seldom","Percent","239","units ","0","v668234","8.1.1.8.6","19","","","t","0"
"1994","Estonia","","Males","11 years","Feeling dizzy","Never","Percent","239","units ","0","v668235","8.1.1.8.7","48","","","t","0"
"1994","Estonia","","Males","11 years","Feeling tired in the morning","4 or more times a week","Percent","239","units ","0","v668779","8.1.1.9.2","19","","","","0"
"1994","Estonia","","Males","11 years","Feeling tired in the morning","1 to 3 times a week","Percent","239","units ","0","v668778","8.1.1.9.3","17","","","","0"
"1994","Estonia","","Males","11 years","Feeling tired in the morning","Once in a while","Percent","239","units ","0","v668777","8.1.1.9.5","43","","","","0"
"1994","Estonia","","Males","11 years","Feeling tired in the morning","Seldom/never","Percent","239","units ","0","v668776","8.1.1.9.8","22","","","","0"
"1994","Estonia","","Males","13 years","Headache","Often","Percent","239","units ","0","v664672","8.1.2.1.1","9","","","t","0"
"1994","Estonia","","Males","13 years","Headache","Sometimes","Percent","239","units ","0","v664673","8.1.2.1.4","14","","","t","0"
"1994","Estonia","","Males","13 years","Headache","Seldom","Percent","239","units ","0","v664674","8.1.2.1.6","29","","","t","0"
"1994","Estonia","","Males","13 years","Headache","Never","Percent","239","units ","0","v664675","8.1.2.1.7","49","","","t","0"
"1994","Estonia","","Males","13 years","Stomach ache","Often","Percent","239","units ","0","v665192","8.1.2.2.1","6","","","t","0"
"1994","Estonia","","Males","13 years","Stomach ache","Sometimes","Percent","239","units ","0","v665193","8.1.2.2.4","11","","","t","0"
"1994","Estonia","","Males","13 years","Stomach ache","Seldom","Percent","239","units ","0","v665194","8.1.2.2.6","30","","","t","0"
"1994","Estonia","","Males","13 years","Stomach ache","Never","Percent","239","units ","0","v665195","8.1.2.2.7","53","","","t","0"
"1994","Estonia","","Males","13 years","Backache","Often","Percent","239","units ","0","v665712","8.1.2.3.1","4","","","t","0"
"1994","Estonia","","Males","13 years","Backache","Sometimes","Percent","239","units ","0","v665713","8.1.2.3.4","5","","","t","0"
"1994","Estonia","","Males","13 years","Backache","Seldom","Percent","239","units ","0","v665714","8.1.2.3.6","10","","","t","0"
"1994","Estonia","","Males","13 years","Backache","Never","Percent","239","units ","0","v665715","8.1.2.3.7","81","","","t","0"
"1994","Estonia","","Males","13 years","Feeling low (depressed)","Often","Percent","239","units ","0","v666240","8.1.2.4.1","4","","","t","0"
"1994","Estonia","","Males","13 years","Feeling low (depressed)","Sometimes","Percent","239","units ","0","v666241","8.1.2.4.4","8","","","t","0"
"1994","Estonia","","Males","13 years","Feeling low (depressed)","Seldom","Percent","239","units ","0","v666242","8.1.2.4.6","16","","","t","0"
"1994","Estonia","","Males","13 years","Feeling low (depressed)","Never","Percent","239","units ","0","v666243","8.1.2.4.7","71","","","t","0"
"1994","Estonia","","Males","13 years","Bad temper (irritability)","Often","Percent","239","units ","0","v666768","8.1.2.5.1","23","","","t","0"
"1994","Estonia","","Males","13 years","Bad temper (irritability)","Sometimes","Percent","239","units ","0","v666769","8.1.2.5.4","27","","","t","0"
"1994","Estonia","","Males","13 years","Bad temper (irritability)","Seldom","Percent","239","units ","0","v666770","8.1.2.5.6","34","","","t","0"
"1994","Estonia","","Males","13 years","Bad temper (irritability)","Never","Percent","239","units ","0","v666771","8.1.2.5.7","16","","","t","0"
"1994","Estonia","","Males","13 years","Feeling nervous","Often","Percent","239","units ","0","v667312","8.1.2.6.1","16","","","t","0"
"1994","Estonia","","Males","13 years","Feeling nervous","Sometimes","Percent","239","units ","0","v667313","8.1.2.6.4","17","","","t","0"
"1994","Estonia","","Males","13 years","Feeling nervous","Seldom","Percent","239","units ","0","v667314","8.1.2.6.6","29","","","t","0"
"1994","Estonia","","Males","13 years","Feeling nervous","Never","Percent","239","units ","0","v667315","8.1.2.6.7","38","","","t","0"
"1994","Estonia","","Males","13 years","Difficulty getting to sleep","Often","Percent","239","units ","0","v667864","8.1.2.7.1","16","","","t","0"
"1994","Estonia","","Males","13 years","Difficulty getting to sleep","Sometimes","Percent","239","units ","0","v667865","8.1.2.7.4","13","","","t","0"
"1994","Estonia","","Males","13 years","Difficulty getting to sleep","Seldom","Percent","239","units ","0","v667866","8.1.2.7.6","16","","","t","0"
"1994","Estonia","","Males","13 years","Difficulty getting to sleep","Never","Percent","239","units ","0","v667867","8.1.2.7.7","55","","","t","0"
"1994","Estonia","","Males","13 years","Feeling dizzy","Often","Percent","239","units ","0","v668416","8.1.2.8.1","14","","","t","0"
"1994","Estonia","","Males","13 years","Feeling dizzy","Sometimes","Percent","239","units ","0","v668417","8.1.2.8.4","17","","","t","0"
"1994","Estonia","","Males","13 years","Feeling dizzy","Seldom","Percent","239","units ","0","v668418","8.1.2.8.6","25","","","t","0"
"1994","Estonia","","Males","13 years","Feeling dizzy","Never","Percent","239","units ","0","v668419","8.1.2.8.7","43","","","t","0"
"1994","Estonia","","Males","13 years","Feeling tired in the morning","4 or more times a week","Percent","239","units ","0","v668955","8.1.2.9.2","16","","","","0"
"1994","Estonia","","Males","13 years","Feeling tired in the morning","1 to 3 times a week","Percent","239","units ","0","v668954","8.1.2.9.3","24","","","","0"
"1994","Estonia","","Males","13 years","Feeling tired in the morning","Once in a while","Percent","239","units ","0","v668953","8.1.2.9.5","45","","","","0"
"1994","Estonia","","Males","13 years","Feeling tired in the morning","Seldom/never","Percent","239","units ","0","v668952","8.1.2.9.8","16","","","","0"
"1994","Estonia","","Males","15 years","Headache","Often","Percent","239","units ","0","v664856","8.1.3.1.1","7","","","t","0"
"1994","Estonia","","Males","15 years","Headache","Sometimes","Percent","239","units ","0","v664857","8.1.3.1.4","12","","","t","0"
"1994","Estonia","","Males","15 years","Headache","Seldom","Percent","239","units ","0","v664858","8.1.3.1.6","30","","","t","0"
"1994","Estonia","","Males","15 years","Headache","Never","Percent","239","units ","0","v664859","8.1.3.1.7","51","","","t","0"
"1994","Estonia","","Males","15 years","Stomach ache","Often","Percent","239","units ","0","v665360","8.1.3.2.1","4","","","t","0"
"1994","Estonia","","Males","15 years","Stomach ache","Sometimes","Percent","239","units ","0","v665361","8.1.3.2.4","9","","","t","0"
"1994","Estonia","","Males","15 years","Stomach ache","Seldom","Percent","239","units ","0","v665362","8.1.3.2.6","29","","","t","0"
"1994","Estonia","","Males","15 years","Stomach ache","Never","Percent","239","units ","0","v665363","8.1.3.2.7","59","","","t","0"
"1994","Estonia","","Males","15 years","Backache","Often","Percent","239","units ","0","v665888","8.1.3.3.1","7","","","t","0"
"1994","Estonia","","Males","15 years","Backache","Sometimes","Percent","239","units ","0","v665889","8.1.3.3.4","8","","","t","0"
"1994","Estonia","","Males","15 years","Backache","Seldom","Percent","239","units ","0","v665890","8.1.3.3.6","16","","","t","0"
"1994","Estonia","","Males","15 years","Backache","Never","Percent","239","units ","0","v665891","8.1.3.3.7","70","","","t","0"
"1994","Estonia","","Males","15 years","Feeling low (depressed)","Often","Percent","239","units ","0","v666416","8.1.3.4.1","7","","","t","0"
"1994","Estonia","","Males","15 years","Feeling low (depressed)","Sometimes","Percent","239","units ","0","v666417","8.1.3.4.4","10","","","t","0"
"1994","Estonia","","Males","15 years","Feeling low (depressed)","Seldom","Percent","239","units ","0","v666418","8.1.3.4.6","26","","","t","0"
"1994","Estonia","","Males","15 years","Feeling low (depressed)","Never","Percent","239","units ","0","v666419","8.1.3.4.7","57","","","t","0"
"1994","Estonia","","Males","15 years","Bad temper (irritability)","Often","Percent","239","units ","0","v666944","8.1.3.5.1","24","","","t","0"
"1994","Estonia","","Males","15 years","Bad temper (irritability)","Sometimes","Percent","239","units ","0","v666945","8.1.3.5.4","33","","","t","0"
"1994","Estonia","","Males","15 years","Bad temper (irritability)","Seldom","Percent","239","units ","0","v666946","8.1.3.5.6","28","","","t","0"
"1994","Estonia","","Males","15 years","Bad temper (irritability)","Never","Percent","239","units ","0","v666947","8.1.3.5.7","15","","","t","0"
"1994","Estonia","","Males","15 years","Feeling nervous","Often","Percent","239","units ","0","v667496","8.1.3.6.1","20","","","t","0"
"1994","Estonia","","Males","15 years","Feeling nervous","Sometimes","Percent","239","units ","0","v667497","8.1.3.6.4","25","","","t","0"
"1994","Estonia","","Males","15 years","Feeling nervous","Seldom","Percent","239","units ","0","v667498","8.1.3.6.6","22","","","t","0"
"1994","Estonia","","Males","15 years","Feeling nervous","Never","Percent","239","units ","0","v667499","8.1.3.6.7","33","","","t","0"
"1994","Estonia","","Males","15 years","Difficulty getting to sleep","Often","Percent","239","units ","0","v668048","8.1.3.7.1","15","","","t","0"
"1994","Estonia","","Males","15 years","Difficulty getting to sleep","Sometimes","Percent","239","units ","0","v668049","8.1.3.7.4","15","","","t","0"
"1994","Estonia","","Males","15 years","Difficulty getting to sleep","Seldom","Percent","239","units ","0","v668050","8.1.3.7.6","17","","","t","0"
"1994","Estonia","","Males","15 years","Difficulty getting to sleep","Never","Percent","239","units ","0","v668051","8.1.3.7.7","54","","","t","0"
"1994","Estonia","","Males","15 years","Feeling dizzy","Often","Percent","239","units ","0","v668600","8.1.3.8.1","14","","","t","0"
"1994","Estonia","","Males","15 years","Feeling dizzy","Sometimes","Percent","239","units ","0","v668601","8.1.3.8.4","20","","","t","0"
"1994","Estonia","","Males","15 years","Feeling dizzy","Seldom","Percent","239","units ","0","v668602","8.1.3.8.6","27","","","t","0"
"1994","Estonia","","Males","15 years","Feeling dizzy","Never","Percent","239","units ","0","v668603","8.1.3.8.7","39","","","t","0"
"1994","Estonia","","Males","15 years","Feeling tired in the morning","4 or more times a week","Percent","239","units ","0","v669131","8.1.3.9.2","19","","","","0"
"1994","Estonia","","Males","15 years","Feeling tired in the morning","1 to 3 times a week","Percent","239","units ","0","v669130","8.1.3.9.3","22","","","","0"
"1994","Estonia","","Males","15 years","Feeling tired in the morning","Once in a while","Percent","239","units ","0","v669129","8.1.3.9.5","45","","","","0"
"1994","Estonia","","Males","15 years","Feeling tired in the morning","Seldom/never","Percent","239","units ","0","v669128","8.1.3.9.8","15","","","","0"
"1994","Estonia","","Females","11 years","Headache","Often","Percent","239","units ","0","v664492","8.2.1.1.1","16","","","t","0"
"1994","Estonia","","Females","11 years","Headache","Sometimes","Percent","239","units ","0","v664493","8.2.1.1.4","17","","","t","0"
"1994","Estonia","","Females","11 years","Headache","Seldom","Percent","239","units ","0","v664494","8.2.1.1.6","29","","","t","0"
"1994","Estonia","","Females","11 years","Headache","Never","Percent","239","units ","0","v664495","8.2.1.1.7","38","","","t","0"
"1994","Estonia","","Females","11 years","Stomach ache","Often","Percent","239","units ","0","v665028","8.2.1.2.1","14","","","t","0"
"1994","Estonia","","Females","11 years","Stomach ache","Sometimes","Percent","239","units ","0","v665029","8.2.1.2.4","19","","","t","0"
"1994","Estonia","","Females","11 years","Stomach ache","Seldom","Percent","239","units ","0","v665030","8.2.1.2.6","29","","","t","0"
"1994","Estonia","","Females","11 years","Stomach ache","Never","Percent","239","units ","0","v665031","8.2.1.2.7","40","","","t","0"
"1994","Estonia","","Females","11 years","Backache","Often","Percent","239","units ","0","v665540","8.2.1.3.1","5","","","t","0"
"1994","Estonia","","Females","11 years","Backache","Sometimes","Percent","239","units ","0","v665541","8.2.1.3.4","5","","","t","0"
"1994","Estonia","","Females","11 years","Backache","Seldom","Percent","239","units ","0","v665542","8.2.1.3.6","9","","","t","0"
"1994","Estonia","","Females","11 years","Backache","Never","Percent","239","units ","0","v665543","8.2.1.3.7","81","","","t","0"
"1994","Estonia","","Females","11 years","Feeling low (depressed)","Often","Percent","239","units ","0","v666068","8.2.1.4.1","9","","","t","0"
"1994","Estonia","","Females","11 years","Feeling low (depressed)","Sometimes","Percent","239","units ","0","v666069","8.2.1.4.4","14","","","t","0"
"1994","Estonia","","Females","11 years","Feeling low (depressed)","Seldom","Percent","239","units ","0","v666070","8.2.1.4.6","17","","","t","0"
"1994","Estonia","","Females","11 years","Feeling low (depressed)","Never","Percent","239","units ","0","v666071","8.2.1.4.7","60","","","t","0"
"1994","Estonia","","Females","11 years","Bad temper (irritability)","Often","Percent","239","units ","0","v666596","8.2.1.5.1","29","","","t","0"
"1994","Estonia","","Females","11 years","Bad temper (irritability)","Sometimes","Percent","239","units ","0","v666597","8.2.1.5.4","29","","","t","0"
"1994","Estonia","","Females","11 years","Bad temper (irritability)","Seldom","Percent","239","units ","0","v666598","8.2.1.5.6","23","","","t","0"
"1994","Estonia","","Females","11 years","Bad temper (irritability)","Never","Percent","239","units ","0","v666599","8.2.1.5.7","19","","","t","0"
"1994","Estonia","","Females","11 years","Feeling nervous","Often","Percent","239","units ","0","v667132","8.2.1.6.1","21","","","t","0"
"1994","Estonia","","Females","11 years","Feeling nervous","Sometimes","Percent","239","units ","0","v667133","8.2.1.6.4","17","","","t","0"
"1994","Estonia","","Females","11 years","Feeling nervous","Seldom","Percent","239","units ","0","v667134","8.2.1.6.6","21","","","t","0"
"1994","Estonia","","Females","11 years","Feeling nervous","Never","Percent","239","units ","0","v667135","8.2.1.6.7","41","","","t","0"
"1994","Estonia","","Females","11 years","Difficulty getting to sleep","Often","Percent","239","units ","0","v667684","8.2.1.7.1","27","","","t","0"
"1994","Estonia","","Females","11 years","Difficulty getting to sleep","Sometimes","Percent","239","units ","0","v667685","8.2.1.7.4","11","","","t","0"
"1994","Estonia","","Females","11 years","Difficulty getting to sleep","Seldom","Percent","239","units ","0","v667686","8.2.1.7.6","15","","","t","0"
"1994","Estonia","","Females","11 years","Difficulty getting to sleep","Never","Percent","239","units ","0","v667687","8.2.1.7.7","46","","","t","0"
"1994","Estonia","","Females","11 years","Feeling dizzy","Often","Percent","239","units ","0","v668236","8.2.1.8.1","25","","","t","0"
"1994","Estonia","","Females","11 years","Feeling dizzy","Sometimes","Percent","239","units ","0","v668237","8.2.1.8.4","21","","","t","0"
"1994","Estonia","","Females","11 years","Feeling dizzy","Seldom","Percent","239","units ","0","v668238","8.2.1.8.6","20","","","t","0"
"1994","Estonia","","Females","11 years","Feeling dizzy","Never","Percent","239","units ","0","v668239","8.2.1.8.7","34","","","t","0"
"1994","Estonia","","Females","11 years","Feeling tired in the morning","4 or more times a week","Percent","239","units ","0","v668783","8.2.1.9.2","16","","","","0"
"1994","Estonia","","Females","11 years","Feeling tired in the morning","1 to 3 times a week","Percent","239","units ","0","v668782","8.2.1.9.3","20","","","","0"
"1994","Estonia","","Females","11 years","Feeling tired in the morning","Once in a while","Percent","239","units ","0","v668781","8.2.1.9.5","45","","","","0"
"1994","Estonia","","Females","11 years","Feeling tired in the morning","Seldom/never","Percent","239","units ","0","v668780","8.2.1.9.8","19","","","","0"
"1994","Estonia","","Females","13 years","Headache","Often","Percent","239","units ","0","v664676","8.2.2.1.1","12","","","t","0"
"1994","Estonia","","Females","13 years","Headache","Sometimes","Percent","239","units ","0","v664677","8.2.2.1.4","21","","","t","0"
"1994","Estonia","","Females","13 years","Headache","Seldom","Percent","239","units ","0","v664678","8.2.2.1.6","30","","","t","0"
"1994","Estonia","","Females","13 years","Headache","Never","Percent","239","units ","0","v664679","8.2.2.1.7","38","","","t","0"
"1994","Estonia","","Females","13 years","Stomach ache","Often","Percent","239","units ","0","v665196","8.2.2.2.1","11","","","t","0"
"1994","Estonia","","Females","13 years","Stomach ache","Sometimes","Percent","239","units ","0","v665197","8.2.2.2.4","14","","","t","0"
"1994","Estonia","","Females","13 years","Stomach ache","Seldom","Percent","239","units ","0","v665198","8.2.2.2.6","39","","","t","0"
"1994","Estonia","","Females","13 years","Stomach ache","Never","Percent","239","units ","0","v665199","8.2.2.2.7","36","","","t","0"
"1994","Estonia","","Females","13 years","Backache","Often","Percent","239","units ","0","v665716","8.2.2.3.1","8","","","t","0"
"1994","Estonia","","Females","13 years","Backache","Sometimes","Percent","239","units ","0","v665717","8.2.2.3.4","4","","","t","0"
"1994","Estonia","","Females","13 years","Backache","Seldom","Percent","239","units ","0","v665718","8.2.2.3.6","11","","","t","0"
"1994","Estonia","","Females","13 years","Backache","Never","Percent","239","units ","0","v665719","8.2.2.3.7","78","","","t","0"
"1994","Estonia","","Females","13 years","Feeling low (depressed)","Often","Percent","239","units ","0","v666244","8.2.2.4.1","11","","","t","0"
"1994","Estonia","","Females","13 years","Feeling low (depressed)","Sometimes","Percent","239","units ","0","v666245","8.2.2.4.4","13","","","t","0"
"1994","Estonia","","Females","13 years","Feeling low (depressed)","Seldom","Percent","239","units ","0","v666246","8.2.2.4.6","24","","","t","0"
"1994","Estonia","","Females","13 years","Feeling low (depressed)","Never","Percent","239","units ","0","v666247","8.2.2.4.7","52","","","t","0"
"1994","Estonia","","Females","13 years","Bad temper (irritability)","Often","Percent","239","units ","0","v666772","8.2.2.5.1","33","","","t","0"
"1994","Estonia","","Females","13 years","Bad temper (irritability)","Sometimes","Percent","239","units ","0","v666773","8.2.2.5.4","34","","","t","0"
"1994","Estonia","","Females","13 years","Bad temper (irritability)","Seldom","Percent","239","units ","0","v666774","8.2.2.5.6","22","","","t","0"
"1994","Estonia","","Females","13 years","Bad temper (irritability)","Never","Percent","239","units ","0","v666775","8.2.2.5.7","11","","","t","0"
"1994","Estonia","","Females","13 years","Feeling nervous","Often","Percent","239","units ","0","v667316","8.2.2.6.1","24","","","t","0"
"1994","Estonia","","Females","13 years","Feeling nervous","Sometimes","Percent","239","units ","0","v667317","8.2.2.6.4","23","","","t","0"
"1994","Estonia","","Females","13 years","Feeling nervous","Seldom","Percent","239","units ","0","v667318","8.2.2.6.6","22","","","t","0"
"1994","Estonia","","Females","13 years","Feeling nervous","Never","Percent","239","units ","0","v667319","8.2.2.6.7","28","","","t","0"
"1994","Estonia","","Females","13 years","Difficulty getting to sleep","Often","Percent","239","units ","0","v667868","8.2.2.7.1","21","","","t","0"
"1994","Estonia","","Females","13 years","Difficulty getting to sleep","Sometimes","Percent","239","units ","0","v667869","8.2.2.7.4","16","","","t","0"
"1994","Estonia","","Females","13 years","Difficulty getting to sleep","Seldom","Percent","239","units ","0","v667870","8.2.2.7.6","15","","","t","0"
"1994","Estonia","","Females","13 years","Difficulty getting to sleep","Never","Percent","239","units ","0","v667871","8.2.2.7.7","48","","","t","0"
"1994","Estonia","","Females","13 years","Feeling dizzy","Often","Percent","239","units ","0","v668420","8.2.2.8.1","20","","","t","0"
"1994","Estonia","","Females","13 years","Feeling dizzy","Sometimes","Percent","239","units ","0","v668421","8.2.2.8.4","23","","","t","0"
"1994","Estonia","","Females","13 years","Feeling dizzy","Seldom","Percent","239","units ","0","v668422","8.2.2.8.6","25","","","t","0"
"1994","Estonia","","Females","13 years","Feeling dizzy","Never","Percent","239","units ","0","v668423","8.2.2.8.7","32","","","t","0"
"1994","Estonia","","Females","13 years","Feeling tired in the morning","4 or more times a week","Percent","239","units ","0","v668959","8.2.2.9.2","17","","","","0"
"1994","Estonia","","Females","13 years","Feeling tired in the morning","1 to 3 times a week","Percent","239","units ","0","v668958","8.2.2.9.3","23","","","","0"
"1994","Estonia","","Females","13 years","Feeling tired in the morning","Once in a while","Percent","239","units ","0","v668957","8.2.2.9.5","47","","","","0"
"1994","Estonia","","Females","13 years","Feeling tired in the morning","Seldom/never","Percent","239","units ","0","v668956","8.2.2.9.8","14","","","","0"
"1994","Estonia","","Females","15 years","Headache","Often","Percent","239","units ","0","v664860","8.2.3.1.1","13","","","t","0"
"1994","Estonia","","Females","15 years","Headache","Sometimes","Percent","239","units ","0","v664861","8.2.3.1.4","19","","","t","0"
"1994","Estonia","","Females","15 years","Headache","Seldom","Percent","239","units ","0","v664862","8.2.3.1.6","31","","","t","0"
"1994","Estonia","","Females","15 years","Headache","Never","Percent","239","units ","0","v664863","8.2.3.1.7","38","","","t","0"
"1994","Estonia","","Females","15 years","Stomach ache","Often","Percent","239","units ","0","v665364","8.2.3.2.1","6","","","t","0"
"1994","Estonia","","Females","15 years","Stomach ache","Sometimes","Percent","239","units ","0","v665365","8.2.3.2.4","12","","","t","0"
